가게이름,날짜,리뷰,평점,주소,분류
공화춘 차이나타운1호점,2017.10.13.,보통이에요,3,인천 중구 차이나타운로 43,짜장면
공화춘 차이나타운1호점,2017.10.10.,탕슉?촤좡?,4,인천 중구 차이나타운로 43,짜장면
공화춘 차이나타운1호점,2017.07.08.,보통이에요,3,인천 중구 차이나타운로 43,짜장면
공화춘 차이나타운1호점,2017.04.05.,보통이에요,3,인천 중구 차이나타운로 43,짜장면
공화춘 차이나타운1호점,2017.03.14.,대한민국 최초의 짜장면인 '공화춘'을 인수해서 운영 중인 중식당. 맛은 '신승반점'보다 못하지만 가격은 오성급호텔 중식당 수준이다.,3,인천 중구 차이나타운로 43,짜장면
공화춘 차이나타운1호점,2016.09.26.,음 다른 곳과 그닥 차별이 있는지는 모르겠다. 공화춘특짜장 1만원. 매콤한 불맛. 다른요리를 먹어봤어야 알거 같은데....,2,인천 중구 차이나타운로 43,짜장면
공화춘 차이나타운1호점,2016.05.31.,짜장이 더 맛났어요,4,인천 중구 차이나타운로 43,짜장면
공화춘 차이나타운1호점,2016.04.09.,보통이에요,3,인천 중구 차이나타운로 43,짜장면
공화춘 차이나타운1호점,2016.04.07.,★7 자장면 우리나라 최초 중국집 032 765 0571,3,인천 중구 차이나타운로 43,짜장면
공화춘 차이나타운1호점,2016.03.27.,좋아요,4,인천 중구 차이나타운로 43,짜장면
공화춘 차이나타운1호점,2016.03.22.,보통이에요,3,인천 중구 차이나타운로 43,짜장면
공화춘 차이나타운1호점,2016.03.16.,좋아요,4,인천 중구 차이나타운로 43,짜장면
공화춘 차이나타운1호점,,유명하다고 해서 검색 찾아가본곳입니다 연경이랑 여기 두곳 가봤는데 둘다 맛이 괜찮네요ㅎ 다음에는 TV나왔던 요리사님이 하시는도 가보려고 합니다 여기도 우선 추천해요ㅎㅎㅎㅎ,5,인천 중구 차이나타운로 43,짜장면
공화춘 차이나타운1호점,,꼭대기 삼대장 중 마음에 드는 곳은 없었다...,2,인천 중구 차이나타운로 43,짜장면
공화춘 차이나타운1호점,,종업원  전부다 서비스없어요   계속 주문도 안 받고 불러도 오지도 않음 한참 있다 와서 주문 받고 거의 30~40분 기다림 짜장면 맛 없어요 계산하는 곳에 계산한는 사람은 서비스 최악입니다     돈 아깝다 일부러 여기까지 왔는데 맛집도 아니네  한번 가보면 두 번 다시 못 갈 곳,1,인천 중구 차이나타운로 43,짜장면
공화춘 차이나타운1호점,,불친절해요 써비스부분도 불편하구요 맞도 주말과 평일은 차이가 나고요,2,인천 중구 차이나타운로 43,짜장면
공화춘 차이나타운1호점,,"차이나타운은 전부 다 줄이길어서 어디가 맛집인지... 고민하다가 검색끝에 찾아갔는데,  가족들 전부 만족! 저는 유니짜장을 추천드립니다. ",5,인천 중구 차이나타운로 43,짜장면
공화춘 차이나타운1호점,,가족 나들이로 찾아온 공화춘! 먹고 오길 잘했네요~ 나들이장소로 들러볼만 하네요~,5,인천 중구 차이나타운로 43,짜장면
공화춘 차이나타운1호점,,불친절하고 음식은 짜고.........동네에서 드세요.,1,인천 중구 차이나타운로 43,짜장면
공화춘 차이나타운1호점,,맛있게 먹었습니다~! 음식도 깔끔하고 중국요리 별로 안좋아하는데 여기는 진짜 괜찮음,5,인천 중구 차이나타운로 43,짜장면
공화춘 차이나타운1호점,,지난 휴가 아이들하고 차이나타운을 마지막코스로 정하고 다녀왔지요. 날씨가 더운 날인데도 생각보다 사람들 있더라구요. 저녁을 공화춘에서 먹고 벽화마을 가서 사진도 찍고 잘 다녀왔습니다.,5,인천 중구 차이나타운로 43,짜장면
공화춘 차이나타운1호점,,모처럼 시간내서 차이나타운 공화춘에서 제일 자신하는 공화춘차장면만원짜리와 삼성짬뽕을 시꼈다 헐!  완전 떡이다 금방나온 짜장 그것두 젤 대표할 음식 완전 시킨지 1시간은 되어보이듯 떡져있었고 짬뽕은 강한 후추맛과 물렁한 면발 두어번 먹고 그냥 나왔다 다신 차이나 타운에서  안먹는다 동네가 훨씬 났다 시간내서 간것이 넘아깝고 별 하나도 아깝다,1,인천 중구 차이나타운로 43,짜장면
공화춘 차이나타운1호점,,아이들과 주말 나들이 차이나타운 처음 가봤는데 신기하고 사람도 많고 먹을곳도 많고 그러더라구요~ 여기 대기하려고 사람들 엄청 많던데 그래도 순환이 잘되서 생각했던 것보다 잘 빠져서 맛있게 먹었습니다~ 바쁘실텐데 수고하세요~,5,인천 중구 차이나타운로 43,짜장면
공화춘 차이나타운1호점,,잘먹고가용~ 인천살면서도 차이나타운을 어렸을때이후로 처음가바서 ㅋㅋㅋ 맛집 검색해보다가 평이 좋길래 가봤는데 진짜 맛있네용 ㅋㅋㅋ 보니까 티비에도 많이 나왔다능데 전 티비를 잘안바서 한번도 못봤지만 ㅋㅋ 신기하네여,5,인천 중구 차이나타운로 43,짜장면
공화춘 차이나타운1호점,,음식은 좋았다고 할까요 대기하는 공간은 주차장을 이용해서 물론 사람이 많은 것은 이해하지만 기다리면서 주차장 내부에 하수도 냄새에 머리가 아팠어요 환기도 안되고 좀 심하더군요 서있는 시간 40분 음식나오는데 20분 그 흔한 쟈스민자도 없이 맹물에 실망으로 돌아 왔어요 또 올것인지 묻는다면 싫어요!,2,인천 중구 차이나타운로 43,짜장면
공화춘 차이나타운1호점,,차이나타운 이라는 곳 방송에서 처음보고 아이들이랑 휴가 마지막날 다녀왔드랬죠~ 사람도 엄청 많아서 먹을수 있나 했는데 먹고 차이타운 옆 동화마을가서 사진도 찍고 좋은 구경하고 왔습니다. 사람도 많고 날도 더워서 불쾌지수가 살~짝 올라갔던거 빼곤 좋았습니다.,4,인천 중구 차이나타운로 43,짜장면
공화춘 차이나타운1호점,,엊그제 주말에 남편이랑 울아이랑 방송에 봤던곳 가보자 해서 다녀왔슴돠~ 맛있게 먹고 와서 글 남기고 갑니다~ 사장님^^,5,인천 중구 차이나타운로 43,짜장면
공화춘 차이나타운1호점,,가격 비싼데 맛은 동네짜장면집 맛.  ,3,인천 중구 차이나타운로 43,짜장면
공화춘 차이나타운1호점,,올해 런닝맨에서 촬영한거 같던데 맞죠?? 맛있게 먹고 왔던 기억이 나서 몇자 적고 갑니다~~ 여기 항상 바쁘던데 맛있게 해주셔서 감사했습니다^^,5,인천 중구 차이나타운로 43,짜장면
공화춘 차이나타운1호점,,"완전 바가지쓰고, 속버린느낌이다. 절대 다시가고싶지 않은곳",1,인천 중구 차이나타운로 43,짜장면
공화춘 차이나타운1호점,,"뜨네기손님만 상대하려고 작정한집 같음. 오늘 기다리는데 번호표도 안주고 무조건 기다리라하고(단체), 맛도 엉망 면은 불어있고, 이런 짜장을 만원짜리라고, 탕수육도 소스 이상하고, 기본 세팅조차 안됨,",1,인천 중구 차이나타운로 43,짜장면
공화춘 차이나타운1호점,,해물짬뽕 넘 짜고 들어있는 해물이 싱싱하지않아서 탈났습니다!~식초병도 지저분하고!~위생적으로 보이질않네요!~,1,인천 중구 차이나타운로 43,짜장면
공화춘 차이나타운1호점,,아 여기 기본적으로 간도 못맞추네요. 해물짬뽕 국물 진짜 소금국인지 짬뽕인지 모르겠네요. 비추합니다. 여기 줄서서 먹는 이유를 모르겠네요.,1,인천 중구 차이나타운로 43,짜장면
공화춘 차이나타운1호점,,"현재 공화춘은 원조 공화춘과는 관계없고, 원조의 외손녀가 하는 곳은 신승반점입니다. 이 글을 보세요. http://bezzera.tistory.com/836",1,인천 중구 차이나타운로 43,짜장면
공화춘 차이나타운1호점,,지인들이 공화춘 가서 먹어보라고 해서 먹고 왔습니다. 가격이 쎄지만 먹을만 하네요~ 다음번 부모님 모시고 차이나타운 들를때 다시 와야겠습니다~~ㅎㅎㅎ,5,인천 중구 차이나타운로 43,짜장면
공화춘 차이나타운1호점,,열시마감이래서 9시에 들어가서 먹고있는데 9시반부터식사속도좀빨리해주세요 직원들 다 퇴근하려고 기다려요홀에 우리밖에 없다며 면박주고기숙사사감처럼 방끝에있는 의자앉아 계속 응시그럴거면 손님받지말길,1,인천 중구 차이나타운로 43,짜장면
공화춘 차이나타운1호점,,공화춘자장면 먹을만 가격이 조금 쌘듯. 1만원 장점 공기밥 무료인듯. 탕수육 절대 절대 ... 마른오징어와 돼지고기 냄새 좋아하면? 제발 탕수육 메뉴는 아이들이 뱉트내고 혼났음.,2,인천 중구 차이나타운로 43,짜장면
공화춘 차이나타운1호점,,소문난 집인지 사람 엄청 많아서 먹을까 말까 했는데 먹고 오길 잘한거 같습니다. 더운데 수고하세요,5,인천 중구 차이나타운로 43,짜장면
공화춘 차이나타운1호점,,지난주에 아이들 데리고 맛있게 먹고 왔죠~! TV에 소개도 된 집이라 그런지 기다리는 사람 줄이줄이.... 옆에 동화마을 들렀다가 들르기 딱 좋은 곳이네요~ 10점 만점을 주고 싶지만 사람이 너무 많아서.....,5,인천 중구 차이나타운로 43,짜장면
공화춘 차이나타운1호점,,원래 소문난 맛집이야 줄 서서 먹는거 당연한거고~ 나는 대 만족~~~ 한국속에 있는 중국문화도 잘 봤고~ 돌아다니면서 사진도 잘 찍었고~ 왕새우랑 청량고추 얹어서 나오는 공화춘 짜장면 맛있어서 또 생각나는중~ 진짜 왕 진심!! 또 먹고 싶다!!,5,인천 중구 차이나타운로 43,짜장면
공화춘 차이나타운1호점,,잘 먹고 맛있게 먹고 온 사람들도 많고~ 그 사람들이 블로그 쓴것도 많은데 ~ 왜 저렇게까지 굳이  나서서 어디식당이 더 낫다고 말하니 수상하다 ㅎㅎ,5,인천 중구 차이나타운로 43,짜장면
공화춘 차이나타운1호점,,실제 방문기...!!! http://choeseunggu.tistory.com/85,3,인천 중구 차이나타운로 43,짜장면
공화춘 차이나타운1호점,,맛있어요~ 줄은 길었지만 저흰 인원도 많고해서 예약하고 가서 편히 먹고 왔네요. 전체적으로 깔끔하고 주방셰프님도 실력이 출중하신듯~,5,인천 중구 차이나타운로 43,짜장면
공화춘 차이나타운1호점,,맛있어요~!! 완전 추천~!!,5,인천 중구 차이나타운로 43,짜장면
공화춘 차이나타운1호점,,유명한 맛집 인정!! 청량고추가 들어가서 그런지 느끼하지 않고 싱싱한 재료들이 듬뿍 들어간 짜장면에 배도 부르고 기분도 좋습니다.,5,인천 중구 차이나타운로 43,짜장면
공화춘 차이나타운1호점,,대구에서 인천까지 ~~~~~~ 고모가 인천 사셔 휴가 가면서 들렀는데. 왕새우때문에 공화춘짜장면 느끼할 줄 알았는데 청량고추 원하는 만큼 넣으니까 매콤하면서 느끼하지 않아서 좋았습니다. 그냥 다 짜장이 똑같은 줄 알았는데 공화춘 짜장면 따로 있고 일반짜장 따로 있으니 헷갈리지마쇼 ㅋ,5,인천 중구 차이나타운로 43,짜장면
공화춘 차이나타운1호점,,댓글보고 호불호가 확 ~고민하다가 나는 내 입맛을 믿기로 결정! 줄을 좀 길었지만  멤버들 다 같이 잘 먹고 옴! 그리고 안티 덧글중에 탕수육이 식어서 나올수가 있나? 사이즈가 여려갠가? 보고 의심의 눈초리로 획 ~ 했지만 따뜻하게 잘 나오고 사이즈는 단 하나던데?? 공화춘에서 먹고 삼국지쪽에서 사진 엽기사진찍고 걷다가 옴~담에 월미도도 가보려함!,5,인천 중구 차이나타운로 43,짜장면
공화춘 차이나타운1호점,,친구는 일반 짜장먹고 나는 공화춘 짜장 먹었는데~ 만원대라는 가격이 전혀 아깝지 않았음~ 새우 엄청 큰~ 새우가 있어서 놀랬음~ 같이 탕슉 시켰는데~ 금방 튀겨서 그런지~ 부드러웠지만 급하게 먹다가 혀 뒬번 ㅋㅋ 또 가고 싶다~~~~~~,5,인천 중구 차이나타운로 43,짜장면
공화춘 차이나타운1호점,,일요일 아이와함께 말로만 듣던 공화춘에서 탕수육하고 만원짜리 자장면을 먹었다. 자장면은 조금 괜찮은맛이였는데.탕수육은 그날만 그런건지 따듯하지않은채로 나와서 고기가 딱딱한 느낌이들었다. 그날만 그랬기,3,인천 중구 차이나타운로 43,짜장면
공화춘 차이나타운1호점,,블로그 찾아보고 평가글이 좋아서 찾아가봤었어요. 여자친구랑 데이트하고 왔는데 저는 굴짬뽕 여친은 공화춘 짜장면 먹었어요.큰 새우도 들어가있어서 탱탱한게 씹는맛이 예술이더라구요.느끼한 맛이 없어서 제일 괜찮았는듯,5,인천 중구 차이나타운로 43,짜장면
공화춘 차이나타운1호점,,탕슈육 고기 맛있네요^^  블로거분들이 극찬을 하시기에 가봤더니 맛도 좋고~  줄이 너무 길어서 아쉽지만 명성이 대단한 맛집을 줄을 서서 먹는다니 저도 참고 기다린 끝에 맛있는 공화춘짜장면과 탕수육 잘 먹고 왔습니다.,5,인천 중구 차이나타운로 43,짜장면
공화춘 차이나타운1호점,,직원분들 분홍색 유니폼 이쁘던데요~ 양이 너무 많아서 먹다가 배 찢어 지는지 알았어요 ㅋㅋ 공화춘 짜장면 맛있어서 또 먹고 싶어지네요,5,인천 중구 차이나타운로 43,짜장면
공화춘 차이나타운1호점,,대박~~~ 청량고추때문에 하나도 안느끼하고 괜찮네요. 양이 완전 많고 맛도 일품이고~ 좋습니데잉~,5,인천 중구 차이나타운로 43,짜장면
공화춘 차이나타운1호점,,공화춘 짜장면 생각 나네요~ 입맛 다시고 있어요~쩝쩝~~,5,인천 중구 차이나타운로 43,짜장면
공화춘 차이나타운1호점,,시간만 남았음 바다도 구경하고 싶었는데~ 영업하는 남친 특성상 고갱? 님의 전화로 우리의 데이트는 이렇게 종료 되었지만 공화춘에서 먹은 자장면과 차이나타운에서의 우리의 추억을 오래 오래 남을 것 같습니다. 첫 방문에 무지 무지 떨렸엇던 거 같아요^^,5,인천 중구 차이나타운로 43,짜장면
공화춘 차이나타운1호점,,울 남친데이트하고 공화춘 짜장면 먹고~ 차이나타운 에서 사진 찍고 왔지요~ 한국속의 차이나타운~ 어떻게 만들어 졌는지 공화춘 홈피통해서 읽어봤는데요~ 오래 오래 이렇게 좋은 곳이 잘 보존 되었으면 좋겠어요~ 상인분들 사이좋게 장사하시면서 서로 흠집내기보다 서로 도우면서 차이나타운을 잘 보존시켰으면 하는 갠적인 생각이 드네요.,5,인천 중구 차이나타운로 43,짜장면
공화춘 차이나타운1호점,,오이고명이 얹어져 있어서 새로운 느낌 ㅋㅋ 아드님이 물려받아 운영 하는걸로 알고 있는데~ 우리 부모님도 여기 좋아하셔서 자주 옵니다.,5,인천 중구 차이나타운로 43,짜장면
공화춘 차이나타운1호점,,난 조튼뎅~ ㅎㅎ 줄 서는것만 빼고 맛도 좋았고 직원들도 친절해서 푱~,5,인천 중구 차이나타운로 43,짜장면
공화춘 차이나타운1호점,,공화춘에 대한 역사는 저희 공식적인 홈페이지를 통해 확인해 주시기 바랍니다. 거짓없이 역사를 밝히고 있고 저희는 차이나타운에 위치하여 공화춘차이나타운 1호로 운영하고 있습니다. 아래 고의적으로 악성댓글과 더불어 제대로 알아보지 않으시고 공화춘차이나타운을 고의적으로 닉네임 변경하면서 지속적으로 비방하시는 분 있습니다. 삼가부탁드리겠습니다.,5,인천 중구 차이나타운로 43,짜장면
공화춘 차이나타운1호점,,오늘 뭐징? ㅋㅋ 어제 휴무라 여친께서 차이나타운하고 신포시장 해서 다녀왔는데  줄 길어서 좀 추웠지만 짜장면 맛있어서 좋음 ~,5,인천 중구 차이나타운로 43,짜장면
공화춘 차이나타운1호점,,그리고 홈페이지 들어가서 공화춘 역사 있으니까 읽어보세요. 그리고 여기 업체명도 제대로 읽어보시구요.답은 받지 않겠습니다. 끝~,5,인천 중구 차이나타운로 43,짜장면
공화춘 차이나타운1호점,,"알래스카, 링링이엄마 다른집 알바나 사장님이에요? 내가 봤을때 당신들이 진짜 못땠구만 인터넷에 역사깊은 가게를 비방하는 글 올리면 좋아요? 짝퉁이면 메스컴이 바보도 아니고 왜 홍보가 되고 알아서 줄 서서 먹겠어요. 난 졸라 맛나게 먹고 왔구만 보다보니 짜증나네.",5,인천 중구 차이나타운로 43,짜장면
공화춘 차이나타운1호점,,차이나타운에 진짜 맛있는 중국집있다그래서 찾아갔었는데 사람들 많네욬ㅋㅋ친구들하고 맛있게 먹고왔습니다^^,5,인천 중구 차이나타운로 43,짜장면
공화춘 차이나타운1호점,,우리가 먹으러 갔을때 방송국에서 나와서 막 촬영하던데 내가 막 설레였네요 ㅋㅋ 우리나라 최초의 자장면도 먹고 맛집방송에도 나오고 ㅋㅋ 공화춘 짱~,5,인천 중구 차이나타운로 43,짜장면
공화춘 차이나타운1호점,,어제 갔다왔지렁~ 대박 줄~ 대박 맛~완전 맛나게 먹고 데이트도하고 사진도 찍고~ 최고~최고~@@@,5,인천 중구 차이나타운로 43,짜장면
공화춘 차이나타운1호점,,줄 엄청 길어 짜증이 났지만  테이블에 앉는 순간 그 마음 싹 가시고 ㅋㅋ짜장면과 탕슉을 먹는 순간 행복 행복~~~ +0+,5,인천 중구 차이나타운로 43,짜장면
공화춘 차이나타운1호점,,우리나라 최초의 자장면이라서 가봤더니 명성대로 줄이 엄청 기네요 ㅋㅋ 자장면이랑 요리가 나와서 뭐야~ 무슨 차이가 있는거야~하고 먹었는데.. 먹어보니 아.. 다르구나 ㅋㅋ 이래서 줄 서서 먹는구나 하고 감동 ㅋㅋ,5,인천 중구 차이나타운로 43,짜장면
공화춘 차이나타운1호점,,저번주 주말에 광주에서 공화춘자장면 먹고 인천신포닭강정? 여기 유명하다고 해서 시장도 한바퀴 돌고 왔어요.자장면 먼저 먹고 닭강정 먹으로 갔더니 인천엔 볼거리가 참 많구나 감탄했어요 .공화춘 자장면 ♡,5,인천 중구 차이나타운로 43,짜장면
공화춘 차이나타운1호점,,줄 남깁니다.공화춘에 메뉴가 뭐가 있는지도 모르는 사람이 와서 탕수육 사이즈를 말하니 참 재미있네요 ㅋ ,5,인천 중구 차이나타운로 43,짜장면
공화춘 차이나타운1호점,,여기 탕수육 사이즈 딱 한개 박에 없거든요? 공화춘에서 식사하신거 맞으세요? 골수단골 은 아니지만 종종가는 단골로써 후기글 한줄 남기려고 왔다가  인심좋으신 공화춘 사장님이 가만히 앉아서 당하는거 같아 한,5,인천 중구 차이나타운로 43,짜장면
공화춘 차이나타운1호점,,하는거 모르세요?선의의 경쟁은 인천테마거리를 살리고 상인들도 살고 좋겠지만 저도 장사해봤던 사람으로써 이건 아닌거 같네요.다 자기상처받는건 싫으면서 남들 상처주는건 왜 그렇게 잘하는겁니까? 결정적으로 ,5,인천 중구 차이나타운로 43,짜장면
공화춘 차이나타운1호점,,저기요~ 전 인천 계산동 사는데요~ 식구들 하고 종종 가거든요? 친절하고 맛만 좋은데.. 밑에분들 수상한 냄새가 폴폴 나는군요.다른가게 사장님이나 알바아니에요?공화춘 욕해봤자 차이나타운맛집거리가 함께 망하,5,인천 중구 차이나타운로 43,짜장면
공화춘 차이나타운1호점,,공화춘은 우리나라 최초자장면집이더라구요.맛집이라고해서  특출하게 맛나단 기대보단  우리나라 최초의 중화요리 집을 방문해서 시식해본다는게 좋았고 중국와 온듯한 그 거리가 좋구요. 맛도 당근 뒷받침 됐음.,5,인천 중구 차이나타운로 43,짜장면
공화춘 차이나타운1호점,,은 사람들이 많으니까 평점도 좋게 단 사람도 많고 블로그 올려논 사람은 뭐임 ㅋ첨에 여기 보고 안좋은 글도 있어서 고민되긴 했지만 원래 맛집이야 호불호가 확실하게 갈린다고~ 걍 믿고 갔더니 난 대만족~,5,인천 중구 차이나타운로 43,짜장면
공화춘 차이나타운1호점,,그러게요..저도 친구랑 맛있게 먹고 와서 싸이에 올렸더니 친구들 반응도 좋던데-ㅅ- 중화요리 코스야 여러지역에서 먹어봤지만 양이 조금씩해서 여러가지가 나오던데..탕수육이고 자장면이고 짬뽕이고 맛있게 잘 먹,5,인천 중구 차이나타운로 43,짜장면
공화춘 차이나타운1호점,,"글쎄요..저는 테마 먹거리 이고  명성에 맞게 알맞다고 보네요.몇 번 이 곳을 다녀왔지만 전 크게 불편한거 없었어요,탕수육도 맛있었고~",5,인천 중구 차이나타운로 43,짜장면
공화춘 차이나타운1호점,,이번에 추석도 끼고해서 못 갔는데 추석끝나고 넷째주 정도에 친구들 몰고 또 한번 갈게요.,5,인천 중구 차이나타운로 43,짜장면
공화춘 차이나타운1호점,,남동구에서 1년에 두어번씩은 가는 단골이라면 단골인데요. 사장님 매번 찾아도 좋으네요.감사합니다.,5,인천 중구 차이나타운로 43,짜장면
공화춘 차이나타운1호점,,인터넷보고  후기글이 제각기라 제각기 틀려서 제 입맛을 믿기로 하고 다녀왔어요.너무 큰 기대만 걸지 않으면 먹을만하고 일반 중국집보다 테마길거리라서 그런지 나름 좋은 시간이었던거 같아요.,5,인천 중구 차이나타운로 43,짜장면
공화춘 차이나타운1호점,,사람입맛지 제각기 다틀려서 어떤분은 맛있다 어떤분은 기본이다 그러는데 제 입맛엔 무지 맛났어요~나름 저도 미식가라 맛없는데는 갠적으로 말도 안하는 스퇄인데 공화춘은 추천드리고 싶어서 평점 남겨요^^,5,인천 중구 차이나타운로 43,짜장면
공화춘 차이나타운1호점,,친구들하고가서 짜장면 짬뽕 탕수육먹고왓는데 친구들다 너무 맛있게 먹고나왓네요 ㅋㅋ 전통이 있는집이라~ㅋㅋ다음엔 저는 짬뽕먹으러와야겠어요~~^%^,5,인천 중구 차이나타운로 43,짜장면
공화춘 차이나타운1호점,,짜장면 탕수육 먹으면서 짬뽕국물 얻어먹고 왔습니다 'ㅁ' 선배님들이랑 국물 먹다 맛있어서 밥 한공기 시켜서 나눠먹고왔네요ㅋ 역시 짬뽕국물 맛을 보고 평가해야겠어요 ㅋㅋ,5,인천 중구 차이나타운로 43,짜장면
공화춘 차이나타운1호점,,지난주 일요일 여자친구랑 처음 가본 차이나 타운에서 공화춘을 들르게 되었는데요.. 생각보다 가격 비싼거같았지만.. 그만큼 값을 하더라구요.. 정말 맛있었습니다.. 공화춘 >>>>넘사벽>>>동네짱깨집 인듯..진짜,5,인천 중구 차이나타운로 43,짜장면
공화춘 차이나타운1호점,,자장면이 정말 맛있었어요^^다시 자장면 먹으러 한번쯤 가고 싶네요 오늘은 커플코스를 먹었는데 마지막 자장면 맛보고 정말 반했엉요^^근데 탕수육은 너무 시더라구요 그래서 -1점이에요^^다른 건 다 괜찬았어요^^,5,인천 중구 차이나타운로 43,짜장면
공화춘 차이나타운1호점,,"자장면은 5000원, 짬뽕은 7000원, 탕수육은 20000원 이네요 좀 비싼듯 하지만 맛은 일품....",5,인천 중구 차이나타운로 43,짜장면
공화춘 차이나타운1호점,,짜장면의 원조~ 짬뽕도 얼큰하니 맛있어욤,5,인천 중구 차이나타운로 43,짜장면
공화춘 차이나타운1호점,,유명한 공화춘 ㅎㅎ 컵라면으로도 나올 정도로 맛있어요 ㅎㅎ,5,인천 중구 차이나타운로 43,짜장면
공화춘 차이나타운1호점,,자장면이 다는 아닌 집 ㅎ ,5,인천 중구 차이나타운로 43,짜장면
공화춘 차이나타운1호점,,여긴  짜장  진짜 특이해 원래 그런것인지도 모르겠지만  진짜 맛있네여~,5,인천 중구 차이나타운로 43,짜장면
공화춘 차이나타운1호점,,짜장의 원조~ 여기만 오면 희안하게 짜장 양념까지 다 먹고 그릇을 깨끗하게 비우게 되더라~,5,인천 중구 차이나타운로 43,짜장면
공화춘 차이나타운1호점,,여기 자장면 맛있어요!!!!! 다른 중국집에 비해 뭔가 다른 맛이 나는듯? 면발도 쫄깃하고~ㅎ 다음엔 짬뽕도 한번 먹어봐야겠어요,5,인천 중구 차이나타운로 43,짜장면
공화춘 차이나타운1호점,,괜히 1호점이 아니죠.. 정말 인천가면 여기는 항상 들리는.. 정말 맛있어요~,5,인천 중구 차이나타운로 43,짜장면
공화춘 차이나타운1호점,,진짜 둘이 먹다 하나 죽어도 몰라욤~~너무 맛 있습니다. ,5,인천 중구 차이나타운로 43,짜장면
공화춘 차이나타운1호점,,그 유명한 공화춘! 한번 드셔보세요!,5,인천 중구 차이나타운로 43,짜장면
공화춘 차이나타운1호점,,"공화춘은 내가  부모남과고등학교시절 까지 잘가던 중국요리 점입니다.중국냉면, 해물잡탕, 멤보샤,양장피등 그맛을 서울에서 맛보기 어렵읍니다. 지금은 아드님이 운영하시는걸로 압니다.",5,인천 중구 차이나타운로 43,짜장면
공화춘 차이나타운1호점,,자장면은 맛있는데 나머지는 동네 중국집 수준 회식으로 갔어서 가격은 잘모르겠네요,4,인천 중구 차이나타운로 43,짜장면
해동중화요리,2020.11.08.,저는 울산토박이임. 솔직히 중국집맛은 대부분 거기서 거기임. 맛 따질거면 군산정도 돼야함. 뷰 좋음. 웨이팅. 맛 좋음. 주차장 넓음. 친절하다고 못느낌. 불친절하다고도 못느낌.  바닷바람 느끼며 먹기 좋음. 갠적으로 한번정돈 가볼만함. 전 여러번 감.  다른 댓글 저는 잘 이해안감; 그럴거면 걍 동네 중국집가야한다 생각함.  ----------------...,2,울산 동구 고늘로 80-30,짜장면
해동중화요리,2020.10.01.,해동짬뽕 맛 그저 그럼 탕수육 맛 독특함 음식맛은 전체적으로 평범하고 경치는 정말 좋습니다 주문받는 이모가 바빠서 정신없어서 그렇지 친절하게 응대해주셨음,4,울산 동구 고늘로 80-30,짜장면
해동중화요리,2020.09.06.,맛은 솔직히 그냥 보통 정도인데 장소가 환상적이예요 ㅎ,3,울산 동구 고늘로 80-30,짜장면
해동중화요리,2020.07.08.,최고예요,5,울산 동구 고늘로 80-30,짜장면
해동중화요리,2019.12.17.,"실제로 가봐야 평가의 명분이 있겠지요, 바닷가 뷰 가 좋다는건  인정합니다만 동네 중국집보다 모든게 못하다~!  라는게 문제가 됩니다! 청결,  친절, 맛,  가격~  한심 할 정도 입니다~! 교통편도 택시나  자가용 으로  가야됩니다, 버스에서 내려서  걸어 갈경우 가파른 오르막 내리막 30분 정도 소요예상!",1,울산 동구 고늘로 80-30,짜장면
해동중화요리,2019.11.13.,뷰 맛집,3,울산 동구 고늘로 80-30,짜장면
해동중화요리,2019.10.29.,별로예요,1,울산 동구 고늘로 80-30,짜장면
해동중화요리,2019.10.28.,뷰를  보러가는 곳  못먹을정도는  아님,3,울산 동구 고늘로 80-30,짜장면
해동중화요리,2019.09.01.,"입구 이상함, 직원 불친절, 위생 최악, 음식 나오는시간 최악 멀 좋아요! 할수있건 ...   바다!  끝",1,울산 동구 고늘로 80-30,짜장면
해동중화요리,2019.09.01.,정말 기대를... 짜장은 면따로 양념따로... 불친절에 줄 서서 먹을 맛은 아님 ,1,울산 동구 고늘로 80-30,짜장면
해동중화요리,2019.07.07.,"음식맛,서비스 기대말고 뷰만 보러가면 딱",1,울산 동구 고늘로 80-30,짜장면
해동중화요리,2019.06.30.,바다가 보이는 풍경~,3,울산 동구 고늘로 80-30,짜장면
해동중화요리,2019.06.01.,짜장말고는 전부 2인부터내 혼자오는사람들은 짜장만 쳐먹고 가라는건가 ,1,울산 동구 고늘로 80-30,짜장면
해동중화요리,2019.05.04.,불친절은 기본에 음식 질도 엄청 떨어지네요 8천원짜리 짬뽕이 무슨 면양이며 맛이 동내중국집보다도 쓰레기수준의 음식점 입니다.,1,울산 동구 고늘로 80-30,짜장면
해동중화요리,2019.03.25.,서비스 쓰레기,1,울산 동구 고늘로 80-30,짜장면
해동중화요리,2019.03.12.,짬뽕,4,울산 동구 고늘로 80-30,짜장면
해동중화요리,2018.09.25.,굿,3,울산 동구 고늘로 80-30,짜장면
해동중화요리,2018.05.26.,짬뽕 국물 텁텁하지않고 깔끔함. 면은 일반적인 기계면. 등심 탕슉은 기대치에 약간 부족. 경관은 끝내줌. 생맥주는 판매하지 않음.,4,울산 동구 고늘로 80-30,짜장면
해동중화요리,2016.05.15.,뷰직이네,5,울산 동구 고늘로 80-30,짜장면
